Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,AvgMonthlySpend,TotalServices,AvgRevenuePerMonth
4568-TTZRT,Male,36.0,No,0.0,Auburn,95602,38.99003,-121.114408,0.0,9.0,Offer E,Yes,13.72,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,20.4,181.8,0.0,0.0,123.48,305.28,Stayed,Competitor,Competitor had better devices,20.200000000000003,2,33.919999999999995
4570-QHXHL,Female,48.0,No,0.0,Santa Ana,92704,33.719869,-117.907063,0.0,9.0,Offer B,Yes,40.73,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.75,405.7,0.0,0.0,366.57,766.37,Stayed,Competitor,Competitor had better devices,45.077777777777776,3,85.15222222222222
4572-DVCGN,Female,40.0,No,0.0,San Diego,92122,32.85723,-117.209774,0.0,10.0,Offer B,Yes,27.1,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,846.0,0.0,0.0,271.0,1117.0,Churned,Competitor,Competitor made better offer,84.6,5,111.7
4573-JKNAE,Male,44.0,No,0.0,Los Angeles,90032,34.078821,-118.177576,0.0,12.0,Offer D,Yes,17.23,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,19.35,212.3,0.0,0.0,206.76,419.06,Stayed,Competitor,Competitor had better devices,17.691666666666666,2,34.92166666666667
4576-CSAJH,Male,22.0,No,0.0,San Diego,92121,32.898613,-117.202937,0.0,22.0,Offer B,Yes,33.53,No,Yes,DSL,45.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.15,1193.05,0.0,0.0,737.66,1930.71,Churned,Competitor,Competitor made better offer,54.22954545454545,5,87.75954545454546
4578-PHJYZ,Male,45.0,Yes,0.0,Orland,95963,39.748037,-122.302169,7.5,52.0,Offer B,Yes,5.51,No,Yes,Cable,19.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.75,3482.85,0.0,0.0,286.52,3752.51,Stayed,Competitor,Competitor had better devices,66.97788461538461,7,72.16365384615385
4580-TMHJU,Female,57.0,Yes,0.0,Avenal,93204,35.916943,-120.129921,3.0,43.0,Offer B,Yes,37.25,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,2499.3,0.0,0.0,1601.75,4101.05,Churned,Other,Don't know,58.12325581395349,4,95.37325581395349
4581-LNWUM,Female,47.0,No,0.0,San Pablo,94806,37.980269,-122.342635,0.0,13.0,Offer D,No,25.420517214274486,No,Yes,DSL,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,649.4,0.0,0.0,0.0,649.4,Stayed,Competitor,Competitor had better devices,49.95384615384615,6,49.95384615384615
4581-SSPWD,Female,63.0,No,0.0,Mountain View,94040,37.380662,-122.086022,0.0,3.0,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,246.3,0.0,0.0,15.6,271.9,Churned,Competitor,Competitor had better devices,82.10000000000001,3,90.63333333333333
4583-PARNH,Male,66.0,Yes,0.0,Kerman,93630,36.727418,-120.123526,1.0,16.0,Offer B,Yes,15.44,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,1540.05,0.0,0.0,247.04,1787.09,Stayed,Competitor,Competitor had better devices,96.253125,7,111.693125
4584-LBNMK,Male,79.0,Yes,0.0,Portola,96122,39.786755,-120.445626,5.0,45.0,Offer B,Yes,44.91,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,24.7,1174.35,0.0,0.0,2020.95,3195.3,Stayed,Competitor,Competitor had better devices,26.096666666666664,3,71.00666666666667
4585-HETAI,Female,25.0,Yes,0.0,Huntington Park,90255,33.97803,-118.217141,5.0,4.0,Offer B,Yes,48.48,No,Yes,Fiber Optic,45.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,325.45,0.0,0.0,193.92,519.37,Churned,Dissatisfaction,Service dissatisfaction,81.3625,5,129.8425
4587-NUKOX,Female,60.0,No,0.0,Walnut,91789,34.018354,-117.85492,0.0,3.0,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0.0,0.0,97.29,343.79,Churned,Attitude,Attitude of support person,82.16666666666667,5,114.59666666666668
4587-VVTOX,Female,23.0,Yes,0.0,Frazier Park,93222,34.907911,-119.234281,1.0,6.0,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,45.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,0.0,0.0,164.64,709.84,Churned,Competitor,Competitor offered more data,90.86666666666667,9,118.30666666666667
4588-YBNIB,Female,24.0,No,0.0,Fremont,94539,37.516791,-121.899117,0.0,1.0,Offer E,Yes,5.36,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,19.6,19.6,0.0,0.0,5.36,24.96,Churned,Price,Price too high,19.6,2,24.96
4589-IUAJB,Male,36.0,Yes,0.0,Garden Grove,92843,33.764018,-117.931507,1.0,70.0,Offer A,Yes,28.54,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,24.25,1724.15,0.0,0.0,1997.8,3721.95,Stayed,Competitor,Competitor had better devices,24.630714285714287,3,53.17071428571428
4592-IWTJI,Female,46.0,Yes,0.0,Homewood,96141,39.117018,-120.212535,1.0,3.0,Offer E,No,25.420517214274486,No,Yes,Cable,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,91.7,0.0,0.0,0.0,91.7,Churned,Attitude,Attitude of support person,30.566666666666666,3,30.566666666666666
4597-ELFTS,Male,57.0,No,0.0,Glendale,91206,34.162515,-118.203869,0.0,56.0,Offer B,Yes,2.58,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,24.9,1334.0,0.0,0.0,144.48,1478.48,Churned,Attitude,Attitude of support person,23.821428571428573,3,26.40142857142857
4597-NUCQV,Male,65.0,No,0.0,Oakland,94601,37.776523,-122.219268,0.0,24.0,Offer B,Yes,28.98,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2440.15,0.0,0.0,695.52,3135.67,Churned,Attitude,Attitude of support person,101.67291666666667,8,130.65291666666667
4598-XLKNJ,Female,78.0,Yes,0.0,Inglewood,90303,33.936291,-118.332639,1.0,25.0,Offer C,Yes,19.76,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,2514.5,0.0,0.0,494.0,2995.07,Churned,Dissatisfaction,Limited range of services,100.58,7,119.8028
4598-ZADCK,Female,34.0,No,0.0,Hopland,95449,38.93706,-123.118111,0.0,53.0,Offer B,No,25.420517214274486,No,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,2879.2,0.0,0.0,0.0,2879.2,Stayed,Competitor,Competitor had better devices,54.32452830188679,7,54.32452830188679
4603-JANFB,Male,51.0,No,0.0,Glencoe,95232,38.358464,-120.579304,0.0,1.0,Offer E,Yes,12.13,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0.0,0.0,12.13,81.98,Churned,Competitor,Competitor had better devices,69.85,3,81.98
4607-CHPCA,Male,63.0,Yes,0.0,San Martin,95046,37.084697,-121.606417,1.0,25.0,Offer B,Yes,35.27,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0.0,0.0,881.75,3200.35,Churned,Competitor,Competitor made better offer,87.14399999999999,5,128.014
4608-LCIMN,Male,45.0,Yes,0.0,Pismo Beach,93449,35.165668,-120.655842,1.0,8.0,Offer B,Yes,30.77,No,Yes,DSL,45.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.65,369.15,0.0,0.0,246.16,615.31,Stayed,Competitor,Competitor had better devices,46.14375,3,76.91375
4609-KNNWG,Female,36.0,Yes,0.0,Dunnigan,95937,38.931425,-121.946081,1.0,27.0,Offer B,Yes,2.4,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,19.9,550.1,0.0,0.0,64.8,614.9,Stayed,Competitor,Competitor had better devices,20.374074074074073,2,22.774074074074072
4611-ANLQC,Female,31.0,Yes,0.0,Castro Valley,94552,37.722727,-122.02157,7.0,60.0,Offer B,No,25.420517214274486,No,Yes,Cable,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.05,2911.5,0.0,0.0,0.0,2911.5,Stayed,Competitor,Competitor had better devices,48.525,7,48.525
4612-SSVHJ,Female,74.0,No,0.0,Yermo,92398,35.013299,-116.834092,0.0,20.0,Offer D,Yes,23.18,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,81.45,1671.6,0.0,0.0,463.6,2135.2,Stayed,Competitor,Competitor had better devices,83.58,5,106.75999999999999
4612-THJBS,Female,68.0,No,0.0,Terra Bella,93270,35.939068,-119.043666,0.0,56.0,Offer B,Yes,34.58,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0.0,1936.48,7447.13,Churned,Attitude,Attitude of service provider,98.40446428571428,8,132.9844642857143
4614-NUVZD,Female,53.0,No,0.0,Anaheim,92807,33.848733,-117.788357,0.0,1.0,Offer B,Yes,22.86,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,81.1,0.0,0.0,22.86,103.96,Churned,Competitor,Competitor offered more data,81.1,5,103.96
4615-PIVVU,Female,33.0,No,0.0,Ludlow,92338,34.702766,-116.093376,0.0,42.0,Offer B,Yes,34.76,No,Yes,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,2762.75,0.0,0.0,1459.92,4222.67,Stayed,Competitor,Competitor had better devices,65.7797619047619,7,100.5397619047619
4616-EWBNJ,Female,23.0,No,0.0,Los Angeles,90042,34.11572,-118.192754,0.0,16.0,Offer D,Yes,47.25,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,20.1,318.6,0.0,0.0,756.0,1074.6,Stayed,Competitor,Competitor had better devices,19.9125,2,67.1625
4616-ULAOA,Female,33.0,Yes,0.0,Escondido,92029,33.079834,-117.134275,1.0,65.0,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,0.0,0.0,2871.9325,10184.55,Stayed,Competitor,Competitor had better devices,111.47538461538461,10,156.6853846153846
4619-EVPHY,Female,65.0,Yes,0.0,Lamont,93241,35.245035,-118.905553,2.0,20.0,Offer B,Yes,38.85,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.0,1859.5,0.0,0.0,777.0,2636.5,Stayed,Competitor,Competitor had better devices,92.975,6,131.825
4622-YNKIJ,Male,59.0,No,0.0,Norwalk,90650,33.905963,-118.08263,0.0,33.0,Offer C,Yes,47.64,No,Yes,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,0.0,0.0,1572.12,4599.77,Stayed,Competitor,Competitor had better devices,91.7469696969697,6,139.38696969696971
4623-ZKHLY,Male,43.0,Yes,0.0,Ontario,91762,34.057256,-117.667677,1.0,22.0,Offer D,Yes,20.78,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,20.45,471.55,0.0,0.0,457.16,928.71,Stayed,Competitor,Competitor had better devices,21.43409090909091,2,42.21409090909091
4625-EWPTF,Male,55.0,No,0.0,Pasadena,91104,34.165383,-118.123752,0.0,8.0,Offer E,No,25.420517214274486,No,Yes,Cable,4.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0.0,0.0,0.0,226.45,Churned,Competitor,Competitor had better devices,28.30625,2,28.30625
4625-LAMOB,Male,36.0,No,0.0,Fresno,93705,36.78724,-119.827813,0.0,44.0,Offer B,Yes,1.4,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,20.4,905.55,0.0,0.0,61.6,967.15,Stayed,Competitor,Competitor had better devices,20.580681818181816,2,21.980681818181818
4625-XMOYM,Female,37.0,Yes,0.0,Annapolis,95412,38.731055,-123.316553,7.5,72.0,Offer B,Yes,2.57,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,26.25,1988.05,0.0,0.0,185.04,2173.09,Stayed,Competitor,Competitor had better devices,27.611805555555556,3,30.181805555555556
4626-GYCZP,Male,60.0,No,0.0,Eureka,95503,40.737431,-124.108897,0.0,7.0,Offer B,Yes,15.51,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,635.6,0.0,0.0,108.57,744.17,Churned,Competitor,Competitor had better devices,90.8,7,106.30999999999999
4626-OZDTJ,Female,35.0,Yes,0.0,Wildomar,92595,33.617108,-117.253349,7.5,51.0,Offer B,Yes,25.45,Yes,Yes,DSL,4.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,78.65,3950.85,0.0,0.0,1297.95,5248.8,Stayed,Competitor,Competitor had better devices,77.46764705882353,9,102.91764705882353
4627-MIHJH,Female,72.0,No,0.0,Stockton,95210,38.033219,-121.297433,0.0,69.0,Offer B,Yes,23.4,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,7467.55,0.0,0.0,1614.6,9082.15,Stayed,Competitor,Competitor had better devices,108.22536231884058,10,131.6253623188406
4628-CTTLA,Male,23.0,No,0.0,Sanger,93657,36.819628,-119.440414,0.0,57.0,Offer B,No,25.420517214274486,No,Yes,DSL,45.0,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.3,2111.45,0.0,0.0,0.0,2191.45,Churned,Dissatisfaction,Lack of self-service on Website,37.04298245614035,4,38.44649122807017
4628-WQCQQ,Male,37.0,No,0.0,Whittier,90603,33.945318,-117.992066,0.0,35.0,Offer B,Yes,25.51,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.15,3030.6,0.0,0.0,892.85,3923.45,Churned,Competitor,Competitor had better devices,86.58857142857143,5,112.09857142857142
4629-NRXKX,Female,47.0,Yes,0.0,El Monte,91731,34.079934,-118.046695,1.0,2.0,Offer B,Yes,46.23,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,147.15,0.0,0.0,92.46,239.61,Churned,Dissatisfaction,Network reliability,73.575,3,119.805
4631-OACRM,Male,78.0,No,0.0,Lake Forest,92630,33.644849,-117.684254,0.0,15.0,Offer B,Yes,17.23,No,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,1156.1,0.0,0.0,258.45,1414.55,Churned,Competitor,Competitor offered higher download speeds,77.07333333333332,4,94.30333333333333
4632-PAOYU,Male,37.0,Yes,0.0,Anaheim,92808,33.850452,-117.726668,1.0,22.0,Offer D,Yes,37.4,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,19.95,433.5,0.0,0.0,822.8,1256.3,Stayed,Competitor,Competitor had better devices,19.704545454545453,2,57.10454545454545
4632-XJMEX,Male,20.0,No,0.0,Fresno,93650,36.841655,-119.797113,0.0,53.0,Offer B,Yes,47.81,No,Yes,Cable,45.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.85,3419.5,0.0,0.0,2533.93,5953.43,Stayed,Competitor,Competitor had better devices,64.51886792452831,6,112.32886792452831
4633-MKHYU,Female,23.0,No,0.0,San Diego,92109,32.787836,-117.232376,0.0,9.0,Offer E,Yes,35.45,No,Yes,Fiber Optic,45.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,788.6,0.0,0.0,319.05,1107.65,Stayed,Competitor,Competitor had better devices,87.62222222222222,6,123.07222222222224
4634-JLRJT,Female,30.0,No,0.0,Ontario,91764,34.074087,-117.605618,0.0,1.0,Offer E,Yes,29.86,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,20.35,20.35,0.0,0.0,29.86,50.21,Joined,Competitor,Competitor had better devices,20.35,2,50.21
4635-EJYPD,Male,39.0,Yes,0.0,Tomales,94971,38.240769,-122.901041,2.0,32.0,Offer B,Yes,35.39,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,18.95,613.95,0.0,0.0,1132.48,1746.43,Stayed,Competitor,Competitor had better devices,19.1859375,2,54.5759375
4636-JGAAI,Male,28.0,Yes,0.0,San Jose,95120,37.186141,-121.843554,7.5,34.0,Offer B,Yes,13.97,Yes,Yes,Fiber Optic,45.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,88.85,3000.25,0.0,0.0,474.98,3475.23,Stayed,Competitor,Competitor had better devices,88.24264705882354,7,102.21264705882353
4636-OLWOE,Male,20.0,No,0.0,Fortuna,95540,40.584991,-124.121504,0.0,54.0,Offer B,Yes,4.16,No,Yes,Cable,45.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.0,3283.05,0.0,0.0,224.64,3507.69,Stayed,Competitor,Competitor had better devices,60.797222222222224,6,64.95722222222223
4636-QRJKY,Female,64.0,Yes,0.0,Idyllwild,92549,33.755039,-116.741796,1.0,6.0,Offer B,Yes,36.12,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,502.85,0.0,0.0,216.72,719.57,Churned,Price,Price too high,83.80833333333334,5,119.92833333333334
4636-TVXVG,Male,28.0,Yes,0.0,Woodacre,94973,38.005839,-122.638155,7.5,62.0,Offer B,Yes,47.96,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,19.95,1244.8,0.0,0.0,2871.9325,4218.32,Stayed,Competitor,Competitor had better devices,20.07741935483871,2,68.0374193548387
4640-UHDOS,Female,60.0,Yes,0.0,Phelan,92371,34.441123,-117.537886,3.0,13.0,Offer D,Yes,19.05,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0.0,247.65,982.0,Churned,Competitor,Competitor had better devices,56.48846153846154,5,75.53846153846153
4641-FROLU,Female,49.0,Yes,0.0,La Honda,94020,37.285677,-122.224165,7.5,30.0,Offer C,Yes,11.6,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,19.3,602.9,0.0,0.0,348.0,950.9,Stayed,Competitor,Competitor had better devices,20.096666666666668,2,31.696666666666665
4644-OBGFZ,Male,43.0,Yes,0.0,San Francisco,94115,37.786031,-122.437301,5.0,55.0,Offer B,Yes,36.23,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,19.5,1026.35,0.0,0.0,1992.65,3019.0,Stayed,Competitor,Competitor had better devices,18.66090909090909,2,54.89090909090909
4644-PIZRT,Male,36.0,Yes,0.0,Long Barn,95335,38.109125,-120.078597,5.0,17.0,Offer B,Yes,33.24,Yes,Yes,DSL,45.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.35,1201.65,0.0,0.0,565.08,1766.73,Stayed,Competitor,Competitor had better devices,70.68529411764706,7,103.92529411764706
4646-QZXTF,Female,38.0,Yes,0.0,San Juan Bautista,95045,36.810568,-121.503022,4.0,7.0,Offer B,Yes,12.16,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,580.1,0.0,0.0,85.12,617.86,Stayed,Competitor,Competitor had better devices,82.87142857142858,9,88.26571428571428
4647-MUZON,Female,56.0,Yes,0.0,Port Hueneme,93041,34.110124,-119.100972,7.5,18.0,Offer D,Yes,29.6,No,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.95,1745.5,0.0,0.0,532.8,2271.58,Stayed,Competitor,Competitor had better devices,96.97222222222223,7,126.19888888888889
4647-XXZAM,Female,41.0,Yes,0.0,Los Angeles,90037,34.002642,-118.287596,1.0,6.0,Offer B,Yes,29.41,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.5,285.2,0.0,0.0,176.46,461.66,Stayed,Competitor,Competitor had better devices,47.53333333333333,3,76.94333333333334
4648-YPBTM,Male,35.0,No,0.0,Arcadia,91007,34.128284,-118.047732,0.0,53.0,Offer B,Yes,6.54,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,3958.25,0.0,0.0,346.62,4304.87,Stayed,Competitor,Competitor had better devices,74.68396226415095,9,81.22396226415094
4652-NNHNY,Male,32.0,Yes,0.0,Fellows,93224,35.215731,-119.57013,1.0,16.0,Offer B,Yes,17.96,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,1284.2,0.0,0.0,287.36,1571.56,Churned,Other,Don't know,80.2625,4,98.2225
4652-ODEVH,Male,43.0,Yes,0.0,Dutch Flat,95714,39.197215,-120.83679,7.5,45.0,Offer B,Yes,47.31,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,24.45,1088.25,0.0,0.0,2128.95,3217.2,Stayed,Competitor,Competitor had better devices,24.183333333333334,3,71.49333333333333
4654-DLAMQ,Female,69.0,Yes,0.0,Warner Springs,92086,33.323705,-116.626907,7.5,64.0,Offer B,Yes,3.76,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,97.0,6430.9,0.0,0.0,240.64,6671.54,Stayed,Competitor,Competitor had better devices,100.4828125,7,104.2428125
4654-GGUII,Female,28.0,No,0.0,Smartville,95977,39.176595,-121.291692,0.0,18.0,Offer B,No,25.420517214274486,No,Yes,DSL,45.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,-5.0,711.95,0.0,0.0,0.0,801.95,Stayed,Competitor,Competitor had better devices,39.55277777777778,4,44.55277777777778
4654-ULTTN,Male,34.0,Yes,0.0,Fillmore,93015,34.408161,-118.865111,7.5,70.0,Offer A,Yes,8.28,Yes,Yes,DSL,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.8,5315.8,0.0,0.0,579.6,5895.4,Stayed,Competitor,Competitor had better devices,75.94,9,84.22
4656-CAURT,Male,57.0,No,0.0,Phillipsville,95559,40.184094,-123.745487,0.0,69.0,Offer B,Yes,22.24,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,23.95,1713.1,0.0,0.0,1534.56,3247.66,Stayed,Competitor,Competitor had better devices,24.827536231884057,3,47.067536231884056
4657-FWVFY,Female,51.0,Yes,0.0,Kings Beach,96143,39.246654,-120.029273,4.0,40.0,Offer B,Yes,29.42,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.35,3915.4,0.0,0.0,1176.8,5092.2,Stayed,Competitor,Competitor had better devices,97.885,7,127.30499999999999
4658-HCOHW,Female,52.0,Yes,0.0,Redwood Valley,95470,39.298065,-123.25211,1.0,21.0,Offer B,Yes,16.67,No,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.8,2110.15,0.0,0.0,350.07,2460.22,Churned,Competitor,Competitor had better devices,100.48333333333333,9,117.15333333333332
4659-NZRUF,Female,64.0,No,0.0,Oakland,94609,37.834341,-122.26437,0.0,19.0,Offer D,Yes,32.87,Yes,Yes,Fiber Optic,17.0,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,1789.25,0.0,0.0,624.53,2533.78,Churned,Price,Long distance charges,94.17105263157895,7,133.35684210526315
4660-IRIBM,Male,32.0,Yes,0.0,Crows Landing,95313,37.435664,-121.049056,1.0,18.0,Offer D,Yes,24.16,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9,1500.5,0.0,0.0,434.88,1935.38,Stayed,Competitor,Competitor had better devices,83.36111111111111,6,107.52111111111111
4661-NJEUX,Male,42.0,No,0.0,Portola Valley,94028,37.369709,-122.215844,0.0,1.0,Offer B,Yes,3.23,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,20.05,20.05,0.0,0.0,3.23,23.28,Joined,Competitor,Competitor had better devices,20.05,2,23.28
4662-EKDPQ,Male,44.0,No,0.0,San Diego,92121,32.898613,-117.202937,0.0,2.0,Offer B,Yes,37.29,Yes,Yes,Cable,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05,118.3,0.0,0.0,74.58,192.88,Churned,Competitor,Competitor made better offer,59.15,6,96.44
4664-NJCMS,Female,52.0,Yes,0.0,San Francisco,94133,37.802071,-122.411004,7.0,33.0,Offer C,No,25.420517214274486,No,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,2016.3,0.0,0.0,0.0,2016.3,Stayed,Competitor,Competitor had better devices,61.1,8,61.1
